Time,Seed,Demand,Alpha,Scenario,ComputationTime
1,0,demand_0.75x,1.0,S1,0.0704498999984934
1,0,demand_0.75x,0.5,S2,0.0731899000238627
2,0,demand_0.75x,1.0,S1,0.0943071999354288
2,0,demand_0.75x,0.5,S2,0.0984971000580117
3,0,demand_0.75x,1.0,S1,0.101912899990566
3,0,demand_0.75x,0.5,S2,0.1206781999208033
5,0,demand_0.75x,1.0,S1,0.1200400999514386
5,0,demand_0.75x,0.5,S2,0.1494171000085771
6,0,demand_0.75x,1.0,S1,0.1282400001073256
6,0,demand_0.75x,0.5,S2,0.157704500015825
7,0,demand_0.75x,1.0,S1,0.1436660999897867
7,0,demand_0.75x,0.5,S2,0.1801940000150352
9,0,demand_0.75x,1.0,S1,0.172486099996604
9,0,demand_0.75x,0.5,S2,0.196585200028494
10,0,demand_0.75x,1.0,S1,0.1964356999378651
10,0,demand_0.75x,0.5,S2,0.2070257000159472
11,0,demand_0.75x,1.0,S1,0.1552020999370142
11,0,demand_0.75x,0.5,S2,0.338940400048159
13,0,demand_0.75x,1.0,S1,0.2782723000273108
13,0,demand_0.75x,0.5,S2,0.3130977000109851
14,0,demand_0.75x,1.0,S1,0.3485185999888927
14,0,demand_0.75x,0.5,S2,0.4543908999767154
15,0,demand_0.75x,1.0,S1,0.3835871999617666
15,0,demand_0.75x,0.5,S2,0.5976014999905601
17,0,demand_0.75x,1.0,S1,0.4193263000342995
17,0,demand_0.75x,0.5,S2,0.4282147000776604
18,0,demand_0.75x,1.0,S1,0.4900873999577015
18,0,demand_0.75x,0.5,S2,0.6801609999965876
19,0,demand_0.75x,1.0,S1,0.49434749991633
19,0,demand_0.75x,0.5,S2,0.7187726000556722
21,0,demand_0.75x,1.0,S1,0.5029171999776736
21,0,demand_0.75x,0.5,S2,0.8852300000144169
22,0,demand_0.75x,1.0,S1,0.5818341999547556
22,0,demand_0.75x,0.5,S2,0.8616097000194713
23,0,demand_0.75x,1.0,S1,0.5501445999834687
23,0,demand_0.75x,0.5,S2,0.9572739000432192
25,0,demand_0.75x,1.0,S1,0.5364409999456257
25,0,demand_0.75x,0.5,S2,0.7952209999784827
26,0,demand_0.75x,1.0,S1,0.7593252999940887
26,0,demand_0.75x,0.5,S2,0.8593125999905169
27,0,demand_0.75x,1.0,S1,0.8983794000232592
27,0,demand_0.75x,0.5,S2,1.0024087999481708
