Time,Seed,Demand,Alpha,Scenario,ComputationTime
0,0,demand_1x,1.0,S1,0.0466007000068202
0,0,demand_1x,1.0,S2,0.0476605000440031
1,0,demand_1x,1.0,S1,0.0602257999125868
1,0,demand_1x,1.0,S2,0.0636909999884665
2,0,demand_1x,1.0,S1,0.0956265999702736
2,0,demand_1x,1.0,S2,0.1209970000199973
3,0,demand_1x,1.0,S1,0.1182490000501275
3,0,demand_1x,1.0,S2,0.1441904000239446
4,0,demand_1x,1.0,S1,0.1321037999587133
4,0,demand_1x,1.0,S2,0.1630814999807626
5,0,demand_1x,1.0,S1,0.1668531000614166
5,0,demand_1x,1.0,S2,0.2183061999967321
6,0,demand_1x,1.0,S1,0.1646610000170767
6,0,demand_1x,1.0,S2,0.1736955000087618
7,0,demand_1x,1.0,S1,0.1949980999343097
7,0,demand_1x,1.0,S2,0.2029294000240042
8,0,demand_1x,1.0,S1,0.1917651999974623
8,0,demand_1x,1.0,S2,0.2354152000043541
9,0,demand_1x,1.0,S1,0.199370399932377
9,0,demand_1x,1.0,S2,0.3235123000340536
10,0,demand_1x,1.0,S1,0.4281405999790877
10,0,demand_1x,1.0,S2,0.4926958999130875
11,0,demand_1x,1.0,S1,0.493434700067155
11,0,demand_1x,1.0,S2,0.6512572000501677
12,0,demand_1x,1.0,S1,0.4199842000380158
12,0,demand_1x,1.0,S2,0.7872678000712767
13,0,demand_1x,1.0,S1,0.5429764000000432
13,0,demand_1x,1.0,S2,1.0078565999865532
14,0,demand_1x,1.0,S1,0.6536432000575587
14,0,demand_1x,1.0,S2,0.8961011999053881
15,0,demand_1x,1.0,S1,0.9324883000226692
15,0,demand_1x,1.0,S2,1.008015700033866
16,0,demand_1x,1.0,S1,1.003542499965988
16,0,demand_1x,1.0,S2,1.0105809000087902
17,0,demand_1x,1.0,S1,1.0105758000863716
17,0,demand_1x,1.0,S2,1.0070628999965263
18,0,demand_1x,1.0,S1,1.0089923999039456
18,0,demand_1x,1.0,S2,1.013615099946037
19,0,demand_1x,1.0,S1,0.9279299000045284
19,0,demand_1x,1.0,S2,1.0089104999788103
20,0,demand_1x,1.0,S1,0.7887035999447107
20,0,demand_1x,1.0,S2,1.0162956999847663
21,0,demand_1x,1.0,S1,0.8458610000088811
21,0,demand_1x,1.0,S2,1.016519799944945
22,0,demand_1x,1.0,S1,1.0060200999723747
22,0,demand_1x,1.0,S2,1.0120569999562576
23,0,demand_1x,1.0,S1,1.0049373999936506
23,0,demand_1x,1.0,S2,1.0042818000074476
24,0,demand_1x,1.0,S1,1.0116372000193223
24,0,demand_1x,1.0,S2,1.0162829000037163
25,0,demand_1x,1.0,S1,1.0043825000757352
25,0,demand_1x,1.0,S2,1.0160921999486163
26,0,demand_1x,1.0,S1,1.0065213000634683
26,0,demand_1x,1.0,S2,1.0157847999362275
27,0,demand_1x,1.0,S1,1.007654899964109
