Time,S1_SumDelay,S1_TailSumDelay,S2_SumDelay,S2_TailSumDelay,S1_Throughput,S1_Queue,S2_Throughput,S2_Queue,Seed
0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,1,0,1,0
2,0.0,0.0,0.0,0.0,0,1,0,1,0
3,0.0,0.0,0.0,0.0,0,2,0,2,0
4,0.0,0.0,0.0,0.0,0,2,0,2,0
5,0.0,0.0,0.0,0.0,0,2,0,2,0
6,0.0,0.0,0.0,0.0,0,2,0,2,0
7,0.0,0.0,0.0,0.0,0,3,0,3,0
8,0.0,0.0,0.0,0.0,0,3,0,3,0
9,0.0,0.0,0.0,0.0,0,4,0,4,0
10,0.0,0.0,0.0,0.0,0,4,0,4,0
11,0.0,0.0,0.0,0.0,0,4,0,4,0
12,0.0,0.0,0.0,0.0,0,4,0,4,0
13,0.0,0.0,0.0,0.0,0,5,0,5,0
14,0.0,0.0,0.0,0.0,0,5,0,5,0
15,0.0,0.0,0.0,0.0,0,6,0,6,0
16,0.0,0.0,0.0,0.0,0,6,0,6,0
17,0.0,0.0,0.0,0.0,0,7,0,7,0
18,0.0,0.0,0.0,0.0,0,7,0,7,0
19,0.0,0.0,0.0,0.0,0,7,0,7,0
20,0.0,0.0,0.0,0.0,0,7,0,7,0
21,0.0,0.0,0.0,0.0,0,8,0,8,0
22,0.0,0.0,0.0,0.0,0,8,0,8,0
23,0.0,0.0,0.0,0.0,0,8,0,8,0
24,0.0,0.0,0.0,0.0,0,8,0,8,0
25,0.0,0.0,0.0,0.0,0,9,0,9,0
26,2.1063139959204022,2.1063139959204022,2.1063139959204022,2.1063139959204022,1,9,1,9,0
27,2.1063139959204022,2.1063139959204022,2.1063139959204022,2.1063139959204022,1,8,1,8,0
28,2.292968457979743,2.1063139959204022,2.292968457979743,2.1063139959204022,2,8,2,8,0
29,2.292968457979743,2.1063139959204022,2.292968457979743,2.1063139959204022,2,8,2,8,0
30,2.292968457979743,2.1063139959204022,2.292968457979743,2.1063139959204022,2,8,2,8,0
31,2.292968457979743,2.1063139959204022,2.292968457979743,2.1063139959204022,2,8,2,9,0
32,2.771266784672481,2.1063139959204022,2.292968457979743,2.1063139959204022,3,8,2,8,0
33,2.771266784672481,2.1063139959204022,3.20296845797974,2.1063139959204022,3,8,3,7,0
34,2.771266784672481,2.1063139959204022,3.20296845797974,2.1063139959204022,3,6,3,5,0
35,2.771266784672481,2.1063139959204022,3.20296845797974,2.1063139959204022,3,7,3,6,0
36,7.693535455740317,4.922268671067837,8.125237129047576,4.922268671067837,4,7,4,5,0
37,7.693535455740317,4.922268671067837,8.125237129047576,4.922268671067837,4,7,4,6,0
38,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,7,5,5,0
39,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,5,5,5,0
40,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,5,5,5,0
41,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,5,5,6,0
42,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,5,5,6,0
43,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,5,5,7,0
44,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,4,5,7,0
45,8.389526484598527,4.922268671067837,8.821228157905786,4.922268671067837,5,4,5,7,0
46,12.483575727013658,8.616457345882377,12.515416832720328,4.922268671067837,7,4,6,5,0
47,12.483575727013658,8.616457345882377,12.515416832720328,4.922268671067837,7,5,6,5,0
48,14.196308492260345,8.616457345882377,15.184538251692985,8.616457345882377,9,5,8,5,0
49,14.196308492260345,8.616457345882377,15.184538251692985,8.616457345882377,9,6,8,5,0
50,14.196308492260345,8.616457345882377,15.184538251692985,8.616457345882377,9,5,8,5,0
51,14.196308492260345,8.616457345882377,15.184538251692985,8.616457345882377,9,5,8,5,0
52,18.916442002705352,13.336590856327389,19.90993409911169,9.647664518486549,10,4,9,4,0
53,18.916442002705352,13.336590856327389,19.90993409911169,9.647664518486549,10,5,9,5,0
54,18.916442002705352,13.336590856327389,19.90993409911169,9.647664518486549,10,5,9,5,0
55,18.916442002705352,13.336590856327389,19.90993409911169,9.647664518486549,10,5,9,6,0
56,18.916442002705352,13.336590856327389,19.90993409911169,9.647664518486549,10,5,9,6,0
57,18.916442002705352,13.336590856327389,19.90993409911169,9.647664518486549,10,6,9,6,0
58,18.916442002705352,13.336590856327389,26.051213315192243,15.788943734567097,10,5,10,6,0
59,46.96115139653613,32.96697806489861,42.317683133489055,27.33001770544519,12,6,11,7,0
60,46.96115139653613,32.96697806489861,42.317683133489055,27.33001770544519,12,6,11,7,0
61,52.46615347522956,33.54971147252421,74.75699809294818,49.44428765400431,13,7,14,8,0
62,65.09954890942183,40.863550376390265,82.07083699681424,50.61684734178981,15,6,15,8,0
63,78.7201062463286,48.9791056346036,95.6716736255076,56.90384506661712,16,6,16,5,0
64,78.7201062463286,48.9791056346036,95.6716736255076,56.90384506661712,16,5,16,5,0
65,78.7201062463286,48.9791056346036,95.6716736255076,56.90384506661712,16,6,16,6,0
66,84.29231240389544,54.55131179217044,95.6716736255076,56.90384506661712,17,5,16,6,0
67,84.29231240389544,54.55131179217044,95.6716736255076,56.90384506661712,17,6,16,6,0
68,85.17299828460064,54.55131179217044,113.4165822901966,66.23863491996924,18,6,18,6,0
69,85.17299828460064,54.55131179217044,113.4165822901966,66.23863491996924,18,5,18,7,0
70,90.61228865431264,54.55131179217044,127.37435515586728,70.86161793228781,19,5,19,6,0
71,102.65259209471812,66.59161523257592,127.37435515586728,70.86161793228781,20,6,19,6,0
72,117.69941903955116,76.06623601984211,142.65720217053752,86.14446494695804,21,5,20,5,0
73,117.69941903955116,76.06623601984211,142.65720217053752,86.14446494695804,21,6,20,6,0
74,117.69941903955116,76.06623601984211,142.65720217053752,86.14446494695804,21,6,20,5,0
75,117.7392057592533,76.06623601984211,153.5022071147842,86.14446494695804,22,7,21,6,0
76,117.7392057592533,76.06623601984211,153.65763364833686,86.14446494695804,22,7,22,6,0
77,117.7392057592533,76.06623601984211,153.65763364833686,86.14446494695804,22,7,22,7,0
78,117.9221970104392,76.06623601984211,166.2107187095636,86.14446494695804,23,7,23,6,0
79,125.67998664462496,83.82402565402785,166.62268760336383,98.69755000818478,24,8,24,7,0
