Time,Seed,Demand,Alpha,Scenario,ComputationTime
0,0,demand_1x,1.0,S1,0.0724642999703064
0,0,demand_1x,0.9,S2,0.0738206000532955
1,0,demand_1x,1.0,S1,0.088944400078617
1,0,demand_1x,0.9,S2,0.0992300000507384
2,0,demand_1x,1.0,S1,0.102657200070098
2,0,demand_1x,0.9,S2,0.120338000007905
3,0,demand_1x,1.0,S1,0.1184313999256119
3,0,demand_1x,0.9,S2,0.1445956999668851
4,0,demand_1x,1.0,S1,0.1376045000506565
4,0,demand_1x,0.9,S2,0.1358977000927552
5,0,demand_1x,1.0,S1,0.1223730999045074
5,0,demand_1x,0.9,S2,0.1333829000359401
6,0,demand_1x,1.0,S1,0.1275123000377789
6,0,demand_1x,0.9,S2,0.1782997000264004
7,0,demand_1x,1.0,S1,0.2996508999494836
7,0,demand_1x,0.9,S2,0.3679260000353679
8,0,demand_1x,1.0,S1,0.3033514999551698
8,0,demand_1x,0.9,S2,0.319732999894768
9,0,demand_1x,1.0,S1,0.3326262000482529
9,0,demand_1x,0.9,S2,0.4595519000431523
10,0,demand_1x,1.0,S1,0.4277049000374973
10,0,demand_1x,0.9,S2,0.5691744000650942
11,0,demand_1x,1.0,S1,0.4231314000207931
11,0,demand_1x,0.9,S2,0.7581759999739006
12,0,demand_1x,1.0,S1,0.5002046000445262
12,0,demand_1x,0.9,S2,0.8873424000339583
13,0,demand_1x,1.0,S1,0.7094406000105664
13,0,demand_1x,0.9,S2,0.9065269000129774
14,0,demand_1x,1.0,S1,0.7106824000366032
14,0,demand_1x,0.9,S2,0.9431299000279978
15,0,demand_1x,1.0,S1,0.8314865999855101
15,0,demand_1x,0.9,S2,0.956450799945742
16,0,demand_1x,1.0,S1,0.8536169999279082
16,0,demand_1x,0.9,S2,1.006265899981372
17,0,demand_1x,1.0,S1,0.9301091999514028
17,0,demand_1x,0.9,S2,1.0295559999067336
18,0,demand_1x,1.0,S1,1.0157900000922382
18,0,demand_1x,0.9,S2,1.004398100078106
19,0,demand_1x,1.0,S1,0.6965040999930352
19,0,demand_1x,0.9,S2,1.003972699982114
20,0,demand_1x,1.0,S1,0.7123473999090493
20,0,demand_1x,0.9,S2,1.0062411000253633
21,0,demand_1x,1.0,S1,0.8348572000395507
21,0,demand_1x,0.9,S2,1.0064825000008568
22,0,demand_1x,1.0,S1,0.9703395999968052
22,0,demand_1x,0.9,S2,1.0145334000699222
23,0,demand_1x,1.0,S1,0.6571538000134751
23,0,demand_1x,0.9,S2,1.020319500006735
24,0,demand_1x,1.0,S1,0.6947738999733701
24,0,demand_1x,0.9,S2,1.006278399960138
25,0,demand_1x,1.0,S1,1.0026592999929562
25,0,demand_1x,0.9,S2,1.0220210999250412
26,0,demand_1x,1.0,S1,1.024751999997534
26,0,demand_1x,0.9,S2,1.0068511000135911
27,0,demand_1x,1.0,S1,1.0008034999482334
27,0,demand_1x,0.9,S2,1.0039693999569863
28,0,demand_1x,1.0,S1,0.9344479999272152
28,0,demand_1x,0.9,S2,1.0072279999731109
29,0,demand_1x,1.0,S1,1.0028954000445085
29,0,demand_1x,0.9,S2,1.017915700096637
30,0,demand_1x,1.0,S1,1.0147778999526054
30,0,demand_1x,0.9,S2,1.0285980999469757
31,0,demand_1x,1.0,S1,1.0131953000091016
31,0,demand_1x,0.9,S2,1.0074001000029966
32,0,demand_1x,1.0,S1,1.0034548999974504
32,0,demand_1x,0.9,S2,1.015085700084455
33,0,demand_1x,1.0,S1,1.0147240000078457
33,0,demand_1x,0.9,S2,1.0076686999527735
34,0,demand_1x,1.0,S1,1.0186917999526486
34,0,demand_1x,0.9,S2,1.0156610000412911
35,0,demand_1x,1.0,S1,1.003681399975903
35,0,demand_1x,0.9,S2,1.0077384000178429
36,0,demand_1x,1.0,S1,1.0145546999992805
36,0,demand_1x,0.9,S2,1.01868049998302
37,0,demand_1x,1.0,S1,1.0177955999970436
37,0,demand_1x,0.9,S2,1.008051500073634
38,0,demand_1x,1.0,S1,1.033276900066994
38,0,demand_1x,0.9,S2,1.0069618000416083
39,0,demand_1x,1.0,S1,1.0314991000341251
39,0,demand_1x,0.9,S2,1.0305058000376448
40,0,demand_1x,1.0,S1,1.0050190000329169
40,0,demand_1x,0.9,S2,1.0145929000573233
41,0,demand_1x,1.0,S1,1.003854600014165
41,0,demand_1x,0.9,S2,1.0097628000658003
42,0,demand_1x,1.0,S1,1.015223899972625
42,0,demand_1x,0.9,S2,1.0079235999146476
43,0,demand_1x,1.0,S1,1.037352200015448
43,0,demand_1x,0.9,S2,1.0083535999292508
44,0,demand_1x,1.0,S1,1.0134765999391675
44,0,demand_1x,0.9,S2,1.0117510999552906
45,0,demand_1x,1.0,S1,1.0086918999440968
45,0,demand_1x,0.9,S2,1.0386339999968186
46,0,demand_1x,1.0,S1,1.0397939000977203
46,0,demand_1x,0.9,S2,1.018076500040479
47,0,demand_1x,1.0,S1,1.0299862999236211
47,0,demand_1x,0.9,S2,1.022656499990262
48,0,demand_1x,1.0,S1,1.0122437999816611
48,0,demand_1x,0.9,S2,1.0311849999707192
49,0,demand_1x,1.0,S1,1.0182991999899969
49,0,demand_1x,0.9,S2,1.0276331000495702
50,0,demand_1x,1.0,S1,1.0169635000638664
50,0,demand_1x,0.9,S2,1.0384546999121085
51,0,demand_1x,1.0,S1,1.0211535999551415
51,0,demand_1x,0.9,S2,1.015344199957326
52,0,demand_1x,1.0,S1,1.0114143999526275
52,0,demand_1x,0.9,S2,1.0658757999772206
53,0,demand_1x,1.0,S1,1.0307173000182956
53,0,demand_1x,0.9,S2,1.0106994999805463
54,0,demand_1x,1.0,S1,1.00694290001411
54,0,demand_1x,0.9,S2,1.0095434999093411
55,0,demand_1x,1.0,S1,1.022980000008829
55,0,demand_1x,0.9,S2,1.026665100012906
56,0,demand_1x,1.0,S1,1.0600235000019893
56,0,demand_1x,0.9,S2,1.06441019999329
57,0,demand_1x,1.0,S1,1.0268986000446605
57,0,demand_1x,0.9,S2,1.0432820999994874
58,0,demand_1x,1.0,S1,1.034405199927278
58,0,demand_1x,0.9,S2,1.0401590999681505
59,0,demand_1x,1.0,S1,1.0435497999424117
59,0,demand_1x,0.9,S2,1.050129699986428
60,0,demand_1x,1.0,S1,1.050368700060062
60,0,demand_1x,0.9,S2,1.0412954000057653
61,0,demand_1x,1.0,S1,1.0687380000017583
61,0,demand_1x,0.9,S2,1.0491944999666885
62,0,demand_1x,1.0,S1,1.0284468999598175
62,0,demand_1x,0.9,S2,1.0989029000047594
63,0,demand_1x,1.0,S1,1.0491799000883475
63,0,demand_1x,0.9,S2,1.0474596000276506
64,0,demand_1x,1.0,S1,1.0371070000110194
64,0,demand_1x,0.9,S2,1.0455028999131173
65,0,demand_1x,1.0,S1,1.0071760999271646
65,0,demand_1x,0.9,S2,1.0168969000224024
66,0,demand_1x,1.0,S1,1.038278799969703
66,0,demand_1x,0.9,S2,1.03355059993919
67,0,demand_1x,1.0,S1,1.0144639000063762
67,0,demand_1x,0.9,S2,1.0160396000137553
68,0,demand_1x,1.0,S1,1.038138999952935
68,0,demand_1x,0.9,S2,1.0266482000006365
69,0,demand_1x,1.0,S1,1.010290200007148
69,0,demand_1x,0.9,S2,1.0477518999250606
70,0,demand_1x,1.0,S1,1.0130873000016436
70,0,demand_1x,0.9,S2,1.0642596000107003
71,0,demand_1x,1.0,S1,1.0610690999310464
71,0,demand_1x,0.9,S2,1.068351999972947
72,0,demand_1x,1.0,S1,1.0248375999508426
72,0,demand_1x,0.9,S2,1.0370024999137968
73,0,demand_1x,1.0,S1,1.008050800068304
73,0,demand_1x,0.9,S2,1.09680549998302
74,0,demand_1x,1.0,S1,1.020993800018914
74,0,demand_1x,0.9,S2,1.0203883000649512
75,0,demand_1x,1.0,S1,1.0327089000493288
75,0,demand_1x,0.9,S2,1.0745650999015195
76,0,demand_1x,1.0,S1,1.0631058999570089
76,0,demand_1x,0.9,S2,1.0365739000262693
77,0,demand_1x,1.0,S1,1.0424498999491334
77,0,demand_1x,0.9,S2,1.0303776999935508
78,0,demand_1x,1.0,S1,1.0159447999903932
78,0,demand_1x,0.9,S2,1.0190823000157252
79,0,demand_1x,1.0,S1,1.017763299983926
79,0,demand_1x,0.9,S2,1.0676327000837773
80,0,demand_1x,1.0,S1,1.1167634000303224
80,0,demand_1x,0.9,S2,1.0409062000690028
81,0,demand_1x,1.0,S1,1.024591300054453
81,0,demand_1x,0.9,S2,1.113082799944095
82,0,demand_1x,1.0,S1,1.0469494999852031
82,0,demand_1x,0.9,S2,1.036989500047639
83,0,demand_1x,1.0,S1,1.075814599986188
83,0,demand_1x,0.9,S2,1.0249574999324975
84,0,demand_1x,1.0,S1,1.0240100000519303
84,0,demand_1x,0.9,S2,1.0432291000615803
85,0,demand_1x,1.0,S1,1.090813699993305
85,0,demand_1x,0.9,S2,1.0153315000934526
86,0,demand_1x,1.0,S1,1.0098880000878123
86,0,demand_1x,0.9,S2,1.0565461000660434
87,0,demand_1x,1.0,S1,1.0141425000037998
87,0,demand_1x,0.9,S2,1.0191831999691203
88,0,demand_1x,1.0,S1,1.042322100023739
88,0,demand_1x,0.9,S2,1.020812900038436
89,0,demand_1x,1.0,S1,1.0169267000164837
89,0,demand_1x,0.9,S2,1.060416999971494
90,0,demand_1x,1.0,S1,1.0162819999968633
90,0,demand_1x,0.9,S2,1.0558190000010654
91,0,demand_1x,1.0,S1,1.0224354999372736
