Time,Seed,Demand,Alpha,Scenario,ComputationTime
0,0,demand_1x,1.0,S1,0.0573410000652074
0,0,demand_1x,0.6,S2,0.0604561000363901
1,0,demand_1x,1.0,S1,0.0556728999363258
1,0,demand_1x,0.6,S2,0.0622860000003129
2,0,demand_1x,1.0,S1,0.0836361000547185
2,0,demand_1x,0.6,S2,0.1226169998990371
3,0,demand_1x,1.0,S1,0.119651399902068
3,0,demand_1x,0.6,S2,0.1287548000691458
4,0,demand_1x,1.0,S1,0.1150905999820679
4,0,demand_1x,0.6,S2,0.2089611999690532
5,0,demand_1x,1.0,S1,0.1862224000506103
5,0,demand_1x,0.6,S2,0.2417705000843852
6,0,demand_1x,1.0,S1,0.2410327000543475
6,0,demand_1x,0.6,S2,0.3303151000291109
7,0,demand_1x,1.0,S1,0.3227613000199199
7,0,demand_1x,0.6,S2,0.3804143000161275
8,0,demand_1x,1.0,S1,0.376213299925439
8,0,demand_1x,0.6,S2,0.362759800045751
9,0,demand_1x,1.0,S1,0.4226306000491604
9,0,demand_1x,0.6,S2,0.5013422999763861
10,0,demand_1x,1.0,S1,0.5247137000551447
10,0,demand_1x,0.6,S2,0.8010319999884814
11,0,demand_1x,1.0,S1,0.5876558000454679
11,0,demand_1x,0.6,S2,0.6678280000342056
12,0,demand_1x,1.0,S1,0.7954643999692053
12,0,demand_1x,0.6,S2,1.0049702000105754
13,0,demand_1x,1.0,S1,0.8066915000090376
13,0,demand_1x,0.6,S2,1.0028381999582052
14,0,demand_1x,1.0,S1,0.735289299977012
14,0,demand_1x,0.6,S2,1.0114337999839336
15,0,demand_1x,1.0,S1,0.99544959992636
15,0,demand_1x,0.6,S2,1.0033269999548793
16,0,demand_1x,1.0,S1,1.0096051999134945
16,0,demand_1x,0.6,S2,1.008942799991928
17,0,demand_1x,1.0,S1,1.0080538999754936
17,0,demand_1x,0.6,S2,1.0076263999799266
18,0,demand_1x,1.0,S1,1.0080254999920726
18,0,demand_1x,0.6,S2,1.0212129999417812
19,0,demand_1x,1.0,S1,1.0060261999024078
19,0,demand_1x,0.6,S2,1.0172216000501066
20,0,demand_1x,1.0,S1,1.014852200052701
20,0,demand_1x,0.6,S2,1.004917399957776
21,0,demand_1x,1.0,S1,1.004888499970548
21,0,demand_1x,0.6,S2,1.0050461000064388
22,0,demand_1x,1.0,S1,1.004390700021759
22,0,demand_1x,0.6,S2,1.0172651999164373
23,0,demand_1x,1.0,S1,1.0177065000170842
23,0,demand_1x,0.6,S2,1.015359199955128
24,0,demand_1x,1.0,S1,1.0425977000268176
24,0,demand_1x,0.6,S2,1.0448846999788657
25,0,demand_1x,1.0,S1,1.0384528000140565
25,0,demand_1x,0.6,S2,1.0354303000494838
26,0,demand_1x,1.0,S1,1.0046184998936951
26,0,demand_1x,0.6,S2,1.0107522000325844
27,0,demand_1x,1.0,S1,1.0085272999713195
27,0,demand_1x,0.6,S2,1.0068199000088498
28,0,demand_1x,1.0,S1,1.0064122000476343
28,0,demand_1x,0.6,S2,1.0100561999715865
29,0,demand_1x,1.0,S1,1.0083601999795064
29,0,demand_1x,0.6,S2,1.0247843998949977
30,0,demand_1x,1.0,S1,1.0119782999390736
30,0,demand_1x,0.6,S2,1.0074907999951392
31,0,demand_1x,1.0,S1,1.0131202000193298
31,0,demand_1x,0.6,S2,1.0132757000392305
32,0,demand_1x,1.0,S1,1.0297937999712303
32,0,demand_1x,0.6,S2,1.0272750000003723
33,0,demand_1x,1.0,S1,1.021980999968946
33,0,demand_1x,0.6,S2,1.0380231000017377
34,0,demand_1x,1.0,S1,1.0050934000173584
34,0,demand_1x,0.6,S2,1.0158764999359846
35,0,demand_1x,1.0,S1,1.0094541000435129
35,0,demand_1x,0.6,S2,1.0059027000097558
36,0,demand_1x,1.0,S1,1.062690099934116
36,0,demand_1x,0.6,S2,1.0088531000074
37,0,demand_1x,1.0,S1,1.0130850001005456
37,0,demand_1x,0.6,S2,1.0366182000143451
38,0,demand_1x,1.0,S1,1.0291136000305414
38,0,demand_1x,0.6,S2,1.0183752999873832
39,0,demand_1x,1.0,S1,1.0528507999842986
39,0,demand_1x,0.6,S2,1.019927900051698
40,0,demand_1x,1.0,S1,1.0155942999990657
40,0,demand_1x,0.6,S2,1.0483622000319883
41,0,demand_1x,1.0,S1,1.0121133000357077
41,0,demand_1x,0.6,S2,1.0234240000136197
42,0,demand_1x,1.0,S1,1.017670699977316
42,0,demand_1x,0.6,S2,1.089717699913308
43,0,demand_1x,1.0,S1,1.017329900059849
43,0,demand_1x,0.6,S2,1.0861080000177026
44,0,demand_1x,1.0,S1,1.007778099970892
44,0,demand_1x,0.6,S2,1.0191692999796942
45,0,demand_1x,1.0,S1,1.0192962000146508
45,0,demand_1x,0.6,S2,1.010532999993302
46,0,demand_1x,1.0,S1,1.0330476000672206
46,0,demand_1x,0.6,S2,1.1057104000356048
47,0,demand_1x,1.0,S1,1.0841797000030056
47,0,demand_1x,0.6,S2,1.046703000087291
48,0,demand_1x,1.0,S1,1.0244561000727117
48,0,demand_1x,0.6,S2,1.0473585000727326
49,0,demand_1x,1.0,S1,1.0394411999732256
49,0,demand_1x,0.6,S2,1.0342129999771714
50,0,demand_1x,1.0,S1,1.0406412000302223
50,0,demand_1x,0.6,S2,1.0167066000867635
51,0,demand_1x,1.0,S1,1.1036256999941545
51,0,demand_1x,0.6,S2,1.0193017000565303
52,0,demand_1x,1.0,S1,1.0215934000443667
52,0,demand_1x,0.6,S2,1.0330661000916734
53,0,demand_1x,1.0,S1,1.036334600066766
53,0,demand_1x,0.6,S2,1.0127326000947503
54,0,demand_1x,1.0,S1,1.0858663999242708
54,0,demand_1x,0.6,S2,1.0529932000208646
55,0,demand_1x,1.0,S1,1.0458505999995396
55,0,demand_1x,0.6,S2,1.02727690001484
56,0,demand_1x,1.0,S1,1.0250980999553576
56,0,demand_1x,0.6,S2,1.0225905999541285
57,0,demand_1x,1.0,S1,1.0203888999531046
57,0,demand_1x,0.6,S2,1.0298668999457732
58,0,demand_1x,1.0,S1,1.027327699935995
58,0,demand_1x,0.6,S2,1.104281899984926
59,0,demand_1x,1.0,S1,1.0552112999139354
59,0,demand_1x,0.6,S2,1.0943516000406817
60,0,demand_1x,1.0,S1,1.0244439999805763
60,0,demand_1x,0.6,S2,1.0742796999402344
61,0,demand_1x,1.0,S1,1.0092219000216571
61,0,demand_1x,0.6,S2,1.0196823999285698
62,0,demand_1x,1.0,S1,1.0308392000151798
62,0,demand_1x,0.6,S2,1.0349368000170216
63,0,demand_1x,1.0,S1,1.1545133999316022
63,0,demand_1x,0.6,S2,1.0426685999846086
64,0,demand_1x,1.0,S1,1.032419199938886
64,0,demand_1x,0.6,S2,1.0606158999726176
65,0,demand_1x,1.0,S1,1.037986799958162
65,0,demand_1x,0.6,S2,1.0358045999892056
66,0,demand_1x,1.0,S1,1.006690000067465
66,0,demand_1x,0.6,S2,1.0417552000144497
67,0,demand_1x,1.0,S1,1.0439119000220671
67,0,demand_1x,0.6,S2,1.0257068000501022
68,0,demand_1x,1.0,S1,1.0118797000031918
68,0,demand_1x,0.6,S2,1.024468500050716
69,0,demand_1x,1.0,S1,1.039720199885778
69,0,demand_1x,0.6,S2,1.0337164000375196
70,0,demand_1x,1.0,S1,1.060082200099714
70,0,demand_1x,0.6,S2,1.037455299985595
71,0,demand_1x,1.0,S1,1.0428137000417337
71,0,demand_1x,0.6,S2,1.055946100037545
72,0,demand_1x,1.0,S1,1.019765299977735
72,0,demand_1x,0.6,S2,1.031038900022395
73,0,demand_1x,1.0,S1,1.0269717999035493
73,0,demand_1x,0.6,S2,1.0143139000283554
74,0,demand_1x,1.0,S1,1.037861300050281
74,0,demand_1x,0.6,S2,1.087233499973081
75,0,demand_1x,1.0,S1,1.148813599953428
75,0,demand_1x,0.6,S2,1.0968327999580652
76,0,demand_1x,1.0,S1,1.0189083999721331
76,0,demand_1x,0.6,S2,1.0928729999577629
77,0,demand_1x,1.0,S1,1.1225204999791458
77,0,demand_1x,0.6,S2,1.0909940000856295
78,0,demand_1x,1.0,S1,1.0135307000018656
78,0,demand_1x,0.6,S2,1.0636304001091048
79,0,demand_1x,1.0,S1,1.1577200999017805
79,0,demand_1x,0.6,S2,1.03786849998869
80,0,demand_1x,1.0,S1,1.04473159997724
80,0,demand_1x,0.6,S2,1.0805209999671206
81,0,demand_1x,1.0,S1,1.0235203000484034
81,0,demand_1x,0.6,S2,1.1714316001161933
82,0,demand_1x,1.0,S1,1.1747748999623582
82,0,demand_1x,0.6,S2,1.248134599998593
83,0,demand_1x,1.0,S1,1.188869999954477
83,0,demand_1x,0.6,S2,1.02369419997558
84,0,demand_1x,1.0,S1,1.0097690999973563
84,0,demand_1x,0.6,S2,1.0467677999986336
85,0,demand_1x,1.0,S1,1.0642572999931872
85,0,demand_1x,0.6,S2,1.0503904999932274
86,0,demand_1x,1.0,S1,1.0490825000451878
86,0,demand_1x,0.6,S2,1.0568508999422193
87,0,demand_1x,1.0,S1,1.0124828000552952
87,0,demand_1x,0.6,S2,1.0187069000676274
88,0,demand_1x,1.0,S1,1.0107296999776736
88,0,demand_1x,0.6,S2,1.1640719999559224
89,0,demand_1x,1.0,S1,1.0804005999816582
89,0,demand_1x,0.6,S2,1.023130799992941
90,0,demand_1x,1.0,S1,1.044743099948391
90,0,demand_1x,0.6,S2,1.0412558999378234
91,0,demand_1x,1.0,S1,1.054156900034286
91,0,demand_1x,0.6,S2,1.0517900000559166
92,0,demand_1x,1.0,S1,1.11609850008972
92,0,demand_1x,0.6,S2,1.1322380000492558
93,0,demand_1x,1.0,S1,1.194914299994707
93,0,demand_1x,0.6,S2,1.029572400031611
94,0,demand_1x,1.0,S1,1.0190528000239285
94,0,demand_1x,0.6,S2,1.0591968999942765
95,0,demand_1x,1.0,S1,1.092447999981232
95,0,demand_1x,0.6,S2,1.1831162999151277
96,0,demand_1x,1.0,S1,1.0115634000394491
96,0,demand_1x,0.6,S2,1.226188400061801
97,0,demand_1x,1.0,S1,1.1320622999919578
97,0,demand_1x,0.6,S2,1.305849099997431
98,0,demand_1x,1.0,S1,1.1462678000098094
98,0,demand_1x,0.6,S2,1.031187599990517
99,0,demand_1x,1.0,S1,1.4377263000933451
99,0,demand_1x,0.6,S2,1.288236299995333
100,0,demand_1x,1.0,S1,1.0429612000007182
100,0,demand_1x,0.6,S2,1.0997968999436123
101,0,demand_1x,1.0,S1,1.0413186999503523
101,0,demand_1x,0.6,S2,1.1620229999534786
102,0,demand_1x,1.0,S1,1.1102147999918088
102,0,demand_1x,0.6,S2,1.0368748001055792
103,0,demand_1x,1.0,S1,1.053596500074491
103,0,demand_1x,0.6,S2,1.1748116000089794
104,0,demand_1x,1.0,S1,1.0243631000630558
104,0,demand_1x,0.6,S2,1.0322573999874294
105,0,demand_1x,1.0,S1,1.030763900023885
105,0,demand_1x,0.6,S2,1.13809120003134
106,0,demand_1x,1.0,S1,1.0272077000699935
106,0,demand_1x,0.6,S2,1.177270199987106
107,0,demand_1x,1.0,S1,1.0378751000389457
107,0,demand_1x,0.6,S2,1.0909653999842703
108,0,demand_1x,1.0,S1,1.18459169997368
108,0,demand_1x,0.6,S2,1.0718900000210851
109,0,demand_1x,1.0,S1,1.4340628000209108
109,0,demand_1x,0.6,S2,1.0510817000176758
110,0,demand_1x,1.0,S1,1.0308140999404714
110,0,demand_1x,0.6,S2,1.029623599955812
111,0,demand_1x,1.0,S1,1.0516542000696063
111,0,demand_1x,0.6,S2,1.1027787000639364
112,0,demand_1x,1.0,S1,1.0536792000057176
112,0,demand_1x,0.6,S2,1.0145737999118865
113,0,demand_1x,1.0,S1,1.0146661999169737
113,0,demand_1x,0.6,S2,1.1617573000257837
114,0,demand_1x,1.0,S1,1.3885665000416338
114,0,demand_1x,0.6,S2,1.2318106000311673
115,0,demand_1x,1.0,S1,1.051960099954158
115,0,demand_1x,0.6,S2,1.1124687000410631
116,0,demand_1x,1.0,S1,1.0845640000188723
116,0,demand_1x,0.6,S2,1.153221500106156
117,0,demand_1x,1.0,S1,1.067664199974388
117,0,demand_1x,0.6,S2,1.0407628999091685
118,0,demand_1x,1.0,S1,1.2002547000302002
118,0,demand_1x,0.6,S2,1.061693900031969
119,0,demand_1x,1.0,S1,1.248999899951741
119,0,demand_1x,0.6,S2,1.0597811000188813
0,1,demand_1x,1.0,S1,0.0482328999787569
0,1,demand_1x,0.6,S2,0.0461118000093847
1,1,demand_1x,1.0,S1,0.0588786998996511
1,1,demand_1x,0.6,S2,0.0825750000076368
2,1,demand_1x,1.0,S1,0.0863429000601172
2,1,demand_1x,0.6,S2,0.1194718999322503
3,1,demand_1x,1.0,S1,0.118341900059022
3,1,demand_1x,0.6,S2,0.1437757000094279
4,1,demand_1x,1.0,S1,0.1337017999030649
4,1,demand_1x,0.6,S2,0.1661689999746158
5,1,demand_1x,1.0,S1,0.1403494999976828
5,1,demand_1x,0.6,S2,0.1729979999363422
6,1,demand_1x,1.0,S1,0.1577300000935793
6,1,demand_1x,0.6,S2,0.1712821000255644
7,1,demand_1x,1.0,S1,0.1641051999758929
7,1,demand_1x,0.6,S2,0.2004938999889418
8,1,demand_1x,1.0,S1,0.213509100023657
8,1,demand_1x,0.6,S2,0.2941317000659182
9,1,demand_1x,1.0,S1,0.3002289999276399
9,1,demand_1x,0.6,S2,0.2344823000021278
10,1,demand_1x,1.0,S1,0.3426533000310883
10,1,demand_1x,0.6,S2,0.4035247000865638
11,1,demand_1x,1.0,S1,0.364292100071907
11,1,demand_1x,0.6,S2,0.4656453001080081
12,1,demand_1x,1.0,S1,0.4121293000644073
12,1,demand_1x,0.6,S2,0.6222419000696391
13,1,demand_1x,1.0,S1,0.4970535000320524
13,1,demand_1x,0.6,S2,0.7940704999491572
14,1,demand_1x,1.0,S1,0.6608291000593454
14,1,demand_1x,0.6,S2,0.7857187000336125
15,1,demand_1x,1.0,S1,0.6510313999606296
15,1,demand_1x,0.6,S2,1.0074070999398828
16,1,demand_1x,1.0,S1,0.800787900108844
16,1,demand_1x,0.6,S2,1.0088271000422535
17,1,demand_1x,1.0,S1,0.9910785999381916
17,1,demand_1x,0.6,S2,1.0035027000121772
18,1,demand_1x,1.0,S1,1.0058422000147402
18,1,demand_1x,0.6,S2,1.0152195000555366
19,1,demand_1x,1.0,S1,0.9212301999796182
19,1,demand_1x,0.6,S2,1.0046056000282988
20,1,demand_1x,1.0,S1,1.0083074000431225
20,1,demand_1x,0.6,S2,1.0074030999094248
21,1,demand_1x,1.0,S1,1.004200000083074
21,1,demand_1x,0.6,S2,1.008579900022596
22,1,demand_1x,1.0,S1,1.0074724999722091
22,1,demand_1x,0.6,S2,1.0086212999885902
23,1,demand_1x,1.0,S1,1.007137899985537
23,1,demand_1x,0.6,S2,1.0087792000267657
24,1,demand_1x,1.0,S1,1.0064426000462845
24,1,demand_1x,0.6,S2,1.008331400109455
25,1,demand_1x,1.0,S1,1.0143043000716716
25,1,demand_1x,0.6,S2,1.0276483000488952
26,1,demand_1x,1.0,S1,1.034387300023809
26,1,demand_1x,0.6,S2,1.0194459999911487
27,1,demand_1x,1.0,S1,1.0039026999147609
27,1,demand_1x,0.6,S2,1.010327799944207
28,1,demand_1x,1.0,S1,1.0205964000197127
28,1,demand_1x,0.6,S2,1.0081817000173032
29,1,demand_1x,1.0,S1,1.011452200007625
29,1,demand_1x,0.6,S2,1.0042522000148892
30,1,demand_1x,1.0,S1,1.004389200010337
30,1,demand_1x,0.6,S2,1.012424899963662
31,1,demand_1x,1.0,S1,1.0134444000432268
31,1,demand_1x,0.6,S2,1.0376150000374764
32,1,demand_1x,1.0,S1,1.004648600006476
32,1,demand_1x,0.6,S2,1.014637100044638
33,1,demand_1x,1.0,S1,1.0056191999465227
33,1,demand_1x,0.6,S2,1.0333642000332477
34,1,demand_1x,1.0,S1,1.0079299999633804
34,1,demand_1x,0.6,S2,1.0044646000023931
35,1,demand_1x,1.0,S1,1.0122157000005243
35,1,demand_1x,0.6,S2,1.0819731999654325
36,1,demand_1x,1.0,S1,1.0080415999982506
36,1,demand_1x,0.6,S2,1.077846399974078
37,1,demand_1x,1.0,S1,1.0161538999527693
37,1,demand_1x,0.6,S2,1.0300824999576434
38,1,demand_1x,1.0,S1,1.01053599989973
38,1,demand_1x,0.6,S2,1.011130700004287
39,1,demand_1x,1.0,S1,1.0901274000061676
39,1,demand_1x,0.6,S2,1.0428281999193132
40,1,demand_1x,1.0,S1,1.0152146000182256
40,1,demand_1x,0.6,S2,1.0127454999601468
41,1,demand_1x,1.0,S1,1.0211124001070857
41,1,demand_1x,0.6,S2,1.016128299990669
42,1,demand_1x,1.0,S1,1.038851200020872
42,1,demand_1x,0.6,S2,1.0201072000199929
43,1,demand_1x,1.0,S1,1.0257181000197306
43,1,demand_1x,0.6,S2,1.005728500080295
44,1,demand_1x,1.0,S1,1.026137400069274
44,1,demand_1x,0.6,S2,1.0201883999397978
45,1,demand_1x,1.0,S1,1.0353807000210509
45,1,demand_1x,0.6,S2,1.0564597999909893
46,1,demand_1x,1.0,S1,1.0378700000001118
46,1,demand_1x,0.6,S2,1.0772421000292525
47,1,demand_1x,1.0,S1,1.0156662000808865
47,1,demand_1x,0.6,S2,1.214385199942626
48,1,demand_1x,1.0,S1,1.025925699970685
48,1,demand_1x,0.6,S2,1.2416153999511153
49,1,demand_1x,1.0,S1,1.0875231999671089
49,1,demand_1x,0.6,S2,1.03866899991408
50,1,demand_1x,1.0,S1,1.023366300039925
50,1,demand_1x,0.6,S2,1.03148769994732
51,1,demand_1x,1.0,S1,1.027324999915436
51,1,demand_1x,0.6,S2,1.0615817999932915
52,1,demand_1x,1.0,S1,1.0949924000306055
52,1,demand_1x,0.6,S2,1.011501699918881
53,1,demand_1x,1.0,S1,1.0582791999913752
53,1,demand_1x,0.6,S2,1.0519190001068637
54,1,demand_1x,1.0,S1,1.0182767000515014
54,1,demand_1x,0.6,S2,1.0255166999995708
55,1,demand_1x,1.0,S1,1.0625630000140518
55,1,demand_1x,0.6,S2,1.1504108000081033
56,1,demand_1x,1.0,S1,1.0143598000286147
56,1,demand_1x,0.6,S2,1.119529600022361
57,1,demand_1x,1.0,S1,1.04936629999429
57,1,demand_1x,0.6,S2,1.0508900999557227
58,1,demand_1x,1.0,S1,1.1154574999818578
58,1,demand_1x,0.6,S2,1.1527855000458658
59,1,demand_1x,1.0,S1,1.0158378999913111
59,1,demand_1x,0.6,S2,1.01834950002376
60,1,demand_1x,1.0,S1,1.0863846000283957
60,1,demand_1x,0.6,S2,1.1983848999952895
61,1,demand_1x,1.0,S1,1.0151811999967322
61,1,demand_1x,0.6,S2,1.134691199986264
62,1,demand_1x,1.0,S1,1.0110395000083372
62,1,demand_1x,0.6,S2,1.035777699900791
63,1,demand_1x,1.0,S1,1.0353515000315383
63,1,demand_1x,0.6,S2,1.1510481999721378
64,1,demand_1x,1.0,S1,1.0568104999838397
64,1,demand_1x,0.6,S2,1.0156939000589773
65,1,demand_1x,1.0,S1,1.1424776000203565
65,1,demand_1x,0.6,S2,1.0781639000633731
66,1,demand_1x,1.0,S1,1.1251279999269173
66,1,demand_1x,0.6,S2,1.061660600011237
67,1,demand_1x,1.0,S1,1.028106499928981
67,1,demand_1x,0.6,S2,1.0513595000375062
68,1,demand_1x,1.0,S1,1.0170062999241054
68,1,demand_1x,0.6,S2,1.0204459000378847
69,1,demand_1x,1.0,S1,1.0173257000278682
69,1,demand_1x,0.6,S2,1.240895599941723
70,1,demand_1x,1.0,S1,1.024462700006552
70,1,demand_1x,0.6,S2,1.0248637000331655
71,1,demand_1x,1.0,S1,1.0285304000135511
71,1,demand_1x,0.6,S2,1.2906356999883428
72,1,demand_1x,1.0,S1,1.050719300052151
72,1,demand_1x,0.6,S2,1.0906675000442192
73,1,demand_1x,1.0,S1,1.1087471999926493
73,1,demand_1x,0.6,S2,1.0273219000082463
74,1,demand_1x,1.0,S1,1.0600302999373523
74,1,demand_1x,0.6,S2,1.2743504999671131
75,1,demand_1x,1.0,S1,1.015773299965076
75,1,demand_1x,0.6,S2,1.0842361999675632
76,1,demand_1x,1.0,S1,1.009439199930057
76,1,demand_1x,0.6,S2,1.1002999000484124
77,1,demand_1x,1.0,S1,1.0453850999474523
77,1,demand_1x,0.6,S2,1.044091199990362
78,1,demand_1x,1.0,S1,1.1427099000429737
