Time,S1_SumDelay,S1_TailSumDelay,S2_SumDelay,S2_TailSumDelay,S1_Throughput,S1_Queue,S2_Throughput,S2_Queue,Seed
0,0.0,0.0,0.0,0.0,0,1,0,1,0
1,0.0,0.0,0.0,0.0,0,2,0,2,0
2,0.0,0.0,0.0,0.0,0,3,0,3,0
3,0.0,0.0,0.0,0.0,0,4,0,4,0
4,0.0,0.0,0.0,0.0,0,5,0,5,0
5,0.0,0.0,0.0,0.0,0,6,0,6,0
6,0.0,0.0,0.0,0.0,0,6,0,6,0
7,0.0,0.0,0.0,0.0,0,7,0,7,0
8,0.0,0.0,0.0,0.0,0,7,0,8,0
9,0.0,0.0,0.0,0.0,0,8,0,8,0
10,0.0,0.0,0.0,0.0,0,9,0,9,0
11,0.0,0.0,0.0,0.0,0,10,0,9,0
12,0.0,0.0,0.0,0.0,0,10,0,9,0
13,0.0,0.0,0.0,0.0,0,11,0,9,0
14,0.0,0.0,0.0,0.0,0,11,0,10,0
15,0.0,0.0,0.0,0.0,0,12,0,11,0
16,0.0,0.0,0.0,0.0,0,13,0,12,0
17,0.0,0.0,0.0,0.0,0,12,0,13,0
18,0.0,0.0,0.0,0.0,0,13,0,14,0
19,0.0,0.0,0.0,0.0,0,14,0,13,0
20,0.0,0.0,0.0,0.0,0,14,0,14,0
21,0.0,0.0,0.0,0.0,0,14,0,15,0
22,0.9116383552345048,0.9116383552345048,3.2539193064336835,3.2539193064336835,1,15,1,16,0
23,2.0621166497501093,1.1504782945156045,4.404397600949288,3.2539193064336835,2,14,2,15,0
24,2.0621166497501093,1.1504782945156045,7.335876023331174,3.2539193064336835,2,14,3,16,0
25,2.0621166497501093,1.1504782945156045,7.335876023331174,3.2539193064336835,2,14,3,16,0
26,2.0621166497501093,1.1504782945156045,7.362336090285062,3.2539193064336835,2,14,4,15,0
27,2.1249633011278632,1.1504782945156045,7.362336090285062,3.2539193064336835,3,12,4,15,0
28,2.1249633011278632,1.1504782945156045,7.362336090285062,3.2539193064336835,3,13,4,16,0
29,12.036585738791867,9.911622437664004,7.894410915364798,3.2539193064336835,4,14,5,16,0
30,12.753267568285018,9.911622437664004,7.894410915364798,3.2539193064336835,5,14,5,15,0
31,12.753267568285018,9.911622437664004,7.894410915364798,3.2539193064336835,5,14,5,15,0
32,12.753267568285018,9.911622437664004,7.894410915364798,3.2539193064336835,5,14,5,16,0
33,12.753267568285018,9.911622437664004,7.894410915364798,3.2539193064336835,5,14,5,16,0
