Time,Seed,Demand,Alpha,Scenario,ComputationTime
0,0,demand_1.25x,1.0,S1,0.060164300026372
0,0,demand_1.25x,0.19999999999999996,S2,0.0669742999598383
1,0,demand_1.25x,1.0,S1,0.0768207999644801
1,0,demand_1.25x,0.19999999999999996,S2,0.0677543999627232
2,0,demand_1.25x,1.0,S1,0.0670435000211
2,0,demand_1.25x,0.19999999999999996,S2,0.0830125000793486
3,0,demand_1.25x,1.0,S1,0.1125462000491097
3,0,demand_1.25x,0.19999999999999996,S2,0.1438247000332921
3,0,demand_1.25x,1.0,S1,0.1196546999271959
3,0,demand_1.25x,0.19999999999999996,S2,0.1635397999780252
4,0,demand_1.25x,1.0,S1,0.1570303000044077
4,0,demand_1.25x,0.19999999999999996,S2,0.1499441000632941
5,0,demand_1.25x,1.0,S1,0.191895900061354
5,0,demand_1.25x,0.19999999999999996,S2,0.2546963999047875
6,0,demand_1.25x,1.0,S1,0.2961296000285074
6,0,demand_1.25x,0.19999999999999996,S2,0.4055079999379813
7,0,demand_1.25x,1.0,S1,0.2711081999586895
7,0,demand_1.25x,0.19999999999999996,S2,0.3347057999344542
7,0,demand_1.25x,1.0,S1,0.3447809000499546
7,0,demand_1.25x,0.19999999999999996,S2,0.3717860000906512
8,0,demand_1.25x,1.0,S1,0.3993807999650016
8,0,demand_1.25x,0.19999999999999996,S2,0.4611783999716863
9,0,demand_1.25x,1.0,S1,0.498725900077261
9,0,demand_1.25x,0.19999999999999996,S2,0.6527361000189558
10,0,demand_1.25x,1.0,S1,0.5958618000149727
10,0,demand_1.25x,0.19999999999999996,S2,0.9006230999948457
11,0,demand_1.25x,1.0,S1,0.5578445000573993
11,0,demand_1.25x,0.19999999999999996,S2,0.9032910000532866
11,0,demand_1.25x,1.0,S1,0.7519223999697715
11,0,demand_1.25x,0.19999999999999996,S2,1.0059330000076443
12,0,demand_1.25x,1.0,S1,0.820725700003095
12,0,demand_1.25x,0.19999999999999996,S2,1.007661199895665
13,0,demand_1.25x,1.0,S1,1.005716299987398
13,0,demand_1.25x,0.19999999999999996,S2,1.0064631999703124
14,0,demand_1.25x,1.0,S1,1.006154299946502
14,0,demand_1.25x,0.19999999999999996,S2,1.005481000058353
15,0,demand_1.25x,1.0,S1,1.0056973000755534
15,0,demand_1.25x,0.19999999999999996,S2,1.00409160007257
15,0,demand_1.25x,1.0,S1,1.0060603000456467
15,0,demand_1.25x,0.19999999999999996,S2,1.009119200054556
16,0,demand_1.25x,1.0,S1,1.0087511000456288
16,0,demand_1.25x,0.19999999999999996,S2,1.0100867000874132
17,0,demand_1.25x,1.0,S1,1.0170814000302926
17,0,demand_1.25x,0.19999999999999996,S2,1.006365399924107
18,0,demand_1.25x,1.0,S1,1.006736199953593
18,0,demand_1.25x,0.19999999999999996,S2,1.0628608000697568
19,0,demand_1.25x,1.0,S1,1.0143714000005275
19,0,demand_1.25x,0.19999999999999996,S2,1.01116130000446
19,0,demand_1.25x,1.0,S1,1.0150372999487445
19,0,demand_1.25x,0.19999999999999996,S2,1.1010085999732837
20,0,demand_1.25x,1.0,S1,1.0046444999752566
20,0,demand_1.25x,0.19999999999999996,S2,1.0063437001081184
21,0,demand_1.25x,1.0,S1,1.0163061000639573
21,0,demand_1.25x,0.19999999999999996,S2,1.0184822999872267
22,0,demand_1.25x,1.0,S1,1.0051737000467256
22,0,demand_1.25x,0.19999999999999996,S2,1.0038687998894602
23,0,demand_1.25x,1.0,S1,1.0128275000024587
23,0,demand_1.25x,0.19999999999999996,S2,1.0078253999818116
23,0,demand_1.25x,1.0,S1,1.0112263999180868
23,0,demand_1.25x,0.19999999999999996,S2,1.022700299974531
24,0,demand_1.25x,1.0,S1,1.0140162999741733
24,0,demand_1.25x,0.19999999999999996,S2,1.071120300097391
25,0,demand_1.25x,1.0,S1,1.1004923000000415
25,0,demand_1.25x,0.19999999999999996,S2,1.0194951000157744
26,0,demand_1.25x,1.0,S1,1.026190200005658
26,0,demand_1.25x,0.19999999999999996,S2,1.0517112999223173
27,0,demand_1.25x,1.0,S1,1.0190253000473604
27,0,demand_1.25x,0.19999999999999996,S2,1.0228349000681192
27,0,demand_1.25x,1.0,S1,1.032143000047654
27,0,demand_1.25x,0.19999999999999996,S2,1.0543152999598533
28,0,demand_1.25x,1.0,S1,1.031237000017427
28,0,demand_1.25x,0.19999999999999996,S2,1.0110150000546128
29,0,demand_1.25x,1.0,S1,1.042782400036231
29,0,demand_1.25x,0.19999999999999996,S2,1.0057261999463665
30,0,demand_1.25x,1.0,S1,1.0318200000328943
30,0,demand_1.25x,0.19999999999999996,S2,1.0070301999803632
31,0,demand_1.25x,1.0,S1,1.0552047999808565
31,0,demand_1.25x,0.19999999999999996,S2,1.0281259999610484
31,0,demand_1.25x,1.0,S1,1.0212738999398423
31,0,demand_1.25x,0.19999999999999996,S2,1.0180258000036702
32,0,demand_1.25x,1.0,S1,1.0309758000075817
32,0,demand_1.25x,0.19999999999999996,S2,1.0138289000606164
33,0,demand_1.25x,1.0,S1,1.0551641000201926
33,0,demand_1.25x,0.19999999999999996,S2,1.0153424000600353
34,0,demand_1.25x,1.0,S1,1.0409765999065712
34,0,demand_1.25x,0.19999999999999996,S2,1.0804173999931663
35,0,demand_1.25x,1.0,S1,1.006555299973115
35,0,demand_1.25x,0.19999999999999996,S2,1.0331822999287397
35,0,demand_1.25x,1.0,S1,1.0345928000751885
35,0,demand_1.25x,0.19999999999999996,S2,1.0088718000333756
36,0,demand_1.25x,1.0,S1,1.0095235999906436
36,0,demand_1.25x,0.19999999999999996,S2,1.0370242999633774
37,0,demand_1.25x,1.0,S1,1.027914799982682
37,0,demand_1.25x,0.19999999999999996,S2,1.0503430999815464
38,0,demand_1.25x,1.0,S1,1.0272094000829384
38,0,demand_1.25x,0.19999999999999996,S2,1.0479718000860885
39,0,demand_1.25x,1.0,S1,1.0192395999329165
39,0,demand_1.25x,0.19999999999999996,S2,1.022813800023869
39,0,demand_1.25x,1.0,S1,1.096638199989684
39,0,demand_1.25x,0.19999999999999996,S2,1.063133699935861
40,0,demand_1.25x,1.0,S1,1.0781772999325767
40,0,demand_1.25x,0.19999999999999996,S2,1.0192307999823242
41,0,demand_1.25x,1.0,S1,1.0518936000298709
41,0,demand_1.25x,0.19999999999999996,S2,1.0750881999265405
42,0,demand_1.25x,1.0,S1,1.0137925000162795
42,0,demand_1.25x,0.19999999999999996,S2,1.031325799995102
43,0,demand_1.25x,1.0,S1,1.007676300010644
43,0,demand_1.25x,0.19999999999999996,S2,1.024931799969636
43,0,demand_1.25x,1.0,S1,1.0144590999698266
43,0,demand_1.25x,0.19999999999999996,S2,1.1594959000358358
44,0,demand_1.25x,1.0,S1,1.0673005999997258
44,0,demand_1.25x,0.19999999999999996,S2,1.150940699968487
45,0,demand_1.25x,1.0,S1,1.060087899910286
45,0,demand_1.25x,0.19999999999999996,S2,1.051322599989362
46,0,demand_1.25x,1.0,S1,1.2128543000435457
46,0,demand_1.25x,0.19999999999999996,S2,1.0939291999675331
47,0,demand_1.25x,1.0,S1,1.0273207999998704
47,0,demand_1.25x,0.19999999999999996,S2,1.2890948000131175
47,0,demand_1.25x,1.0,S1,1.0211839999537915
47,0,demand_1.25x,0.19999999999999996,S2,1.03884829999879
48,0,demand_1.25x,1.0,S1,1.084085899987258
48,0,demand_1.25x,0.19999999999999996,S2,1.2080216000322253
49,0,demand_1.25x,1.0,S1,1.038607700029388
49,0,demand_1.25x,0.19999999999999996,S2,1.0267913999268783
50,0,demand_1.25x,1.0,S1,1.0916615000460297
50,0,demand_1.25x,0.19999999999999996,S2,1.1091009000083432
51,0,demand_1.25x,1.0,S1,1.0561745000304654
51,0,demand_1.25x,0.19999999999999996,S2,1.112389100017026
