Time,S1_SumDelay,S1_TailSumDelay,S2_SumDelay,S2_TailSumDelay,S1_Throughput,S1_Queue,S2_Throughput,S2_Queue,Seed
0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,1,0,1,0
2,0.0,0.0,0.0,0.0,0,1,0,1,0
3,0.0,0.0,0.0,0.0,0,2,0,2,0
4,0.0,0.0,0.0,0.0,0,2,0,2,0
5,0.0,0.0,0.0,0.0,0,3,0,3,0
6,0.0,0.0,0.0,0.0,0,3,0,3,0
7,0.0,0.0,0.0,0.0,0,4,0,4,0
8,0.0,0.0,0.0,0.0,0,4,0,4,0
9,0.0,0.0,0.0,0.0,0,4,0,4,0
10,0.0,0.0,0.0,0.0,0,4,0,4,0
11,0.0,0.0,0.0,0.0,0,5,0,5,0
12,0.0,0.0,0.0,0.0,0,5,0,5,0
13,0.0,0.0,0.0,0.0,0,6,0,6,0
14,0.0,0.0,0.0,0.0,0,6,0,6,0
15,0.0,0.0,0.0,0.0,0,7,0,7,0
16,0.0,0.0,0.0,0.0,0,7,0,7,0
17,0.0,0.0,0.0,0.0,0,5,0,5,0
18,0.0,0.0,0.0,0.0,0,5,0,5,0
19,0.0,0.0,0.0,0.0,0,5,0,5,0
20,0.0,0.0,0.0,0.0,0,5,0,5,0
21,0.0,0.0,0.0,0.0,0,6,0,6,0
22,0.0,0.0,0.0,0.0,0,6,0,6,0
23,0.0,0.0,0.0,0.0,0,7,0,7,0
24,0.0,0.0,0.0,0.0,0,7,0,7,0
25,0.0,0.0,0.0,0.0,0,7,0,7,0
26,0.2693277457319212,0.2693277457319212,0.2693277457319212,0.2693277457319212,1,6,1,6,0
27,0.2693277457319212,0.2693277457319212,0.2693277457319212,0.2693277457319212,1,7,1,7,0
28,0.2693277457319212,0.2693277457319212,0.2693277457319212,0.2693277457319212,1,6,1,6,0
29,0.2693277457319212,0.2693277457319212,0.2693277457319212,0.2693277457319212,1,7,1,7,0
30,2.7996656607721957,2.530337915040274,2.7996656607721957,2.530337915040274,2,7,2,7,0
31,2.7996656607721957,2.530337915040274,2.7996656607721957,2.530337915040274,2,8,2,8,0
32,2.7996656607721957,2.530337915040274,2.7996656607721957,2.530337915040274,2,8,2,8,0
33,4.008063016019936,2.530337915040274,4.008063016019936,2.530337915040274,3,8,3,7,0
34,6.4021020579493175,2.530337915040274,6.4021020579493175,2.530337915040274,4,8,4,7,0
35,6.712940751478815,2.530337915040274,6.712940751478815,2.530337915040274,5,9,5,8,0
36,6.712940751478815,2.530337915040274,6.712940751478815,2.530337915040274,5,8,5,7,0
37,6.712940751478815,2.530337915040274,6.712940751478815,2.530337915040274,5,9,5,8,0
38,6.712940751478815,2.530337915040274,6.712940751478815,2.530337915040274,5,9,5,8,0
39,8.810596439444158,2.530337915040274,8.810596439444158,2.530337915040274,6,10,6,9,0
40,8.810596439444158,2.530337915040274,8.810596439444158,2.530337915040274,6,10,6,9,0
41,8.810596439444158,2.530337915040274,8.810596439444158,2.530337915040274,6,9,6,8,0
42,8.810596439444158,2.530337915040274,8.810596439444158,2.530337915040274,6,7,6,8,0
43,8.810596439444158,2.530337915040274,8.810596439444158,2.530337915040274,6,6,6,8,0
44,16.753860830198047,10.473602305794165,16.753860830198047,10.473602305794165,7,6,7,8,0
45,16.753860830198047,10.473602305794165,16.753860830198047,10.473602305794165,7,6,7,7,0
46,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,6,8,7,0
47,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,7,8,8,0
48,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,6,8,7,0
49,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,6,8,7,0
50,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,5,8,6,0
51,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,5,8,6,0
52,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,5,8,6,0
53,23.809438544512528,14.99884210506837,23.809438544512528,14.99884210506837,8,6,8,7,0
54,34.22001375744273,18.353839603684094,34.22001375744273,18.353839603684094,9,4,9,6,0
55,34.22001375744273,18.353839603684094,34.22001375744273,18.353839603684094,9,5,9,7,0
56,44.03725636600683,28.171082212248187,44.03725636600683,28.171082212248187,10,5,10,7,0
57,59.401121044140815,35.591682499628284,44.03725636600683,28.171082212248187,11,6,10,7,0
58,59.401121044140815,35.591682499628284,60.27538673327223,36.4659481887597,11,4,11,7,0
59,59.401121044140815,35.591682499628284,60.27538673327223,36.4659481887597,11,5,11,8,0
60,59.401121044140815,35.591682499628284,60.27538673327223,36.4659481887597,11,5,11,8,0
61,59.401121044140815,35.591682499628284,60.27538673327223,36.4659481887597,11,6,11,8,0
62,59.401121044140815,35.591682499628284,68.99152210367993,36.4659481887597,11,6,12,7,0
63,59.401121044140815,35.591682499628284,68.99152210367993,36.4659481887597,11,7,12,8,0
64,93.96999167187792,49.9327353058711,86.01553481234615,52.12717593581685,13,7,14,7,0
65,93.96999167187792,49.9327353058711,104.86928601030372,61.16368452521031,13,7,15,8,0
66,93.96999167187792,49.9327353058711,104.86928601030372,61.16368452521031,13,7,15,8,0
67,94.67464143960768,60.3433105188013,113.7033046795636,61.16368452521031,14,6,16,7,0
68,94.67464143960768,60.3433105188013,113.7033046795636,61.16368452521031,14,5,16,7,0
69,105.67410376943934,60.93219763570276,113.7033046795636,61.16368452521031,15,6,16,8,0
70,105.67410376943934,60.93219763570276,113.7033046795636,61.16368452521031,15,5,16,7,0
71,105.3885141977812,60.93219763570276,141.31693745374133,88.77731729938805,16,6,17,7,0
72,124.04797794384776,79.59166138176933,148.25217490536878,88.77731729938805,17,6,18,7,0
73,133.85527342924735,79.59166138176933,148.25217490536878,88.77731729938805,18,7,18,8,0
74,163.83565502660926,98.57258064929958,148.25217490536878,88.77731729938805,19,6,18,8,0
75,165.4987897668403,109.57204297913124,149.91530964559982,88.77731729938805,20,7,19,8,0
76,178.5291397782421,111.60293066070138,162.9456596570016,101.80766731078982,21,7,20,7,0
77,188.6700773192926,111.60293066070138,162.9456596570016,101.80766731078982,22,8,20,8,0
78,188.6700773192926,111.60293066070138,162.9456596570016,101.80766731078982,22,8,20,8,0
79,188.6700773192926,111.60293066070138,164.3770825322946,101.80766731078982,22,6,21,8,0
