Demand,Scenario,Seed,Alpha,Avg_Delay,Gini_Delay,Tail_Delay,Avg_Detour,Total_VKT
demand_1.25x,S1,41,,30.900387528731365,0.4484464825428855,62.88453291613402,1.6942275546001744,873.0585533117256
demand_1.25x,S2,41,0.8,37.3188746376908,0.3179623760859595,61.11878603218355,1.783143273868665,900.3103122553302
demand_1.25x,S1,42,,32.344598113802675,0.4216893353956661,63.09845051222744,1.765890387935599,871.2361430981048
demand_1.25x,S2,42,0.8,34.82838315830954,0.3156175693281651,58.25060424191293,1.871075148776708,883.4384282384887
demand_1.25x,S1,43,,30.987137237317548,0.437676951835769,61.94098130288754,1.5871683189077992,885.156216466154
demand_1.25x,S2,43,0.8,35.996274573087454,0.3241474123820451,59.87527613881048,1.976219897580182,892.7597130552048
demand_1.25x,S1,44,,34.30419273856039,0.4524339964967472,70.51436906534214,1.7261715319973403,920.52919073836
demand_1.25x,S2,44,0.8,41.8592350722483,0.3270772364232275,69.49288667901898,2.01408769868892,948.6684885196148
demand_1.25x,S1,45,,25.48964675773555,0.4357725608335334,50.13772199225956,1.5908004217912703,822.1322912265658
demand_1.25x,S2,45,0.8,30.97534034322628,0.3144444420708625,51.02203427512526,1.6673956192179746,863.4493082021484
demand_1.25x,S1,46,,30.360605506854156,0.4482528763153628,62.06910658955936,1.6003630678890768,847.6910356010673
demand_1.25x,S2,46,0.8,35.227280310685465,0.3433032529120483,61.37506569923626,1.830143709724091,877.5150064335915
demand_1.25x,S1,47,,28.45521056615721,0.4471013981974976,58.0061405534408,1.6278807271496567,867.8544045707552
demand_1.25x,S2,47,0.8,35.198757241587856,0.3507373019059137,61.214648563436015,1.8129721613945555,947.7280186213204
demand_1.25x,S1,48,,33.262543484339766,0.4148714023497055,64.76248889356812,1.7416976311822718,877.4108769804492
demand_1.25x,S2,48,0.8,35.38028412878775,0.3095965013625061,58.27511006601392,1.8484555182790685,901.0625980982333
demand_1.25x,S1,49,,33.664667985931366,0.4209006736826366,66.62963301309188,1.6430835472484746,910.0989074553744
demand_1.25x,S2,49,0.8,34.54140465881935,0.3404794345976376,59.60405140163657,1.794198854760114,908.9850151447126
demand_1.5x,S1,0,,38.22937714999188,0.434487779343474,76.13155692926892,1.900463326040792,929.6788077387738
demand_1.5x,S2,0,0.8,38.72243961804301,0.3304471635974837,65.31116363431194,1.9777034446302555,927.1875615492694
demand_1.5x,S1,1,,35.266293244435374,0.4126531751860747,67.36200481527615,1.7845482375414523,932.5506747435168
demand_1.5x,S2,1,0.8,42.81897867691559,0.3625163217478147,75.89645360990508,2.169672875632431,978.8972858542734
demand_1.5x,S1,2,,40.21028620121883,0.4162651582104872,78.56731737980124,1.853913007589344,1000.1764906032264
demand_1.5x,S2,2,0.8,41.724461534091816,0.2997089758347033,67.59094305967025,2.043398160781695,947.0686448642144
demand_1.5x,S1,3,,38.1047894847127,0.4400004800251784,76.58861647540068,1.869094837286587,965.4025683840098
demand_1.5x,S2,3,0.8,45.3408594541862,0.3309311036852047,76.74735683750963,2.16683491474348,963.4058646280358
demand_1.5x,S1,4,,36.85051367518511,0.4378815557815696,73.9538548007592,1.802943516426284,1007.6139502683608
demand_1.5x,S2,4,0.8,41.79636948037706,0.3466200228616287,73.11038309282154,2.028886365273286,1044.9654594258202
demand_1.5x,S1,5,,35.10037151042134,0.3959367277441363,65.86538133422843,1.895220797239613,896.0981568064054
demand_1.5x,S2,5,0.8,38.6667255860369,0.3139762717763832,62.55012833261982,1.8956076077989048,940.406570411534
demand_1.5x,S1,6,,34.48858996801971,0.4314096923753181,69.54854972456079,1.8526632786068935,881.6088802904206
demand_1.5x,S2,6,0.8,42.166814761451406,0.3215494051390928,69.31384698850239,2.3462359964254107,922.762266875526
demand_1.5x,S1,7,,39.89137609710406,0.3990414325322251,75.53832302557876,1.8612446839548773,980.8452627342052
demand_1.5x,S2,7,0.8,41.2542807360428,0.3028949090792496,66.90249158582677,2.193013513357004,900.1333401611026
demand_1.5x,S1,8,,35.36811224005583,0.4208258000242399,69.17624890701835,1.7173555443714437,995.1608720276078
demand_1.5x,S2,8,0.8,44.36611463210991,0.3303169628680609,74.61297571587032,2.178603005049613,1001.9652974464856
demand_1.5x,S1,9,,32.76513789776936,0.4324544578949802,64.79635051161826,1.7391749211577463,874.4442527898525
demand_1.5x,S2,9,0.8,41.43426393300812,0.3487783769445804,71.30287606008064,1.9764111295738287,917.05915069958
demand_1.5x,S1,10,,32.40312948231691,0.4289636888458463,64.39301290361995,1.7670640773792865,913.060260348983
demand_1.5x,S2,10,0.8,38.98570767874955,0.3205899093167024,64.8097661896499,2.0697353218568626,911.481371436162
demand_1.5x,S1,11,,38.95132263636443,0.4631398681800218,81.05383933638878,1.9804522150187376,991.9333467209344
demand_1.5x,S2,11,0.8,42.3365853540676,0.3625938552146752,74.34858675492741,2.2217511246239283,951.6273458941436
demand_1.5x,S1,12,,39.26889092270763,0.4316114433061584,77.62598272177075,1.941472176464278,1027.7915259836343
demand_1.5x,S2,12,0.8,48.18760420135901,0.3099354226712045,78.98372423378696,2.172959610158281,991.9846425008196
demand_1.5x,S1,13,,33.659088319732675,0.41740624093926,66.37116579229972,1.7020109382453212,899.8418086329667
demand_1.5x,S2,13,0.8,42.05858447711628,0.2963481777135279,67.73946161054666,2.246801408550086,911.2796008984808
demand_1.5x,S1,14,,35.13352582547653,0.4197432640009433,69.5340851812182,1.7960081197139035,907.2768841494304
demand_1.5x,S2,14,0.8,43.88730824231224,0.3089520294803114,70.82719928389986,2.233232094927736,952.5310773001096
demand_1.5x,S1,15,,34.48393698673952,0.4367533637068534,69.10387365061769,1.833280459620444,977.2720769646525
demand_1.5x,S2,15,0.8,44.00552336326822,0.3490423996751204,75.75507586092266,2.191401702213697,946.830373724266
demand_1.5x,S1,16,,35.57036688337586,0.3937287385013204,66.22714206949111,1.8937303858869952,883.8960824112434
demand_1.5x,S2,16,0.8,41.39870784612305,0.3122882993724762,67.1615309086212,2.241850884486858,888.3058154906707
demand_1.5x,S1,17,,33.7565211342511,0.4129441660930746,64.8415318009079,1.846460263299348,886.0001633725508
demand_1.5x,S2,17,0.8,39.29471845659049,0.3095267062322182,63.959513061445705,2.083525164336588,899.5736818470649
demand_1.5x,S1,18,,40.99889353990484,0.4216476148872752,79.92744135731182,1.7967190827393698,1032.8800845557623
demand_1.5x,S2,18,0.8,44.44633591020291,0.3099173529163321,72.54344969430082,2.1958048411395863,963.2544962720818
demand_1.5x,S1,19,,38.54246844263992,0.4057461261409305,73.65416365487667,1.8787709961690695,935.8484856907618
demand_1.5x,S2,19,0.8,41.74781597090087,0.3196880173025509,68.96876975251632,2.086050198639456,934.4218992519794
demand_1.5x,S1,20,,35.71915341401203,0.4149063358483962,69.27933905337534,1.6799524003990611,924.577973891922
demand_1.5x,S2,20,0.8,39.61247498216971,0.3254089922406631,66.63590997987764,1.9860742310737816,923.9005224171276
demand_1.5x,S1,21,,41.78008481655901,0.4492089199954714,83.99309159111414,1.907446016276881,1012.9280545169128
demand_1.5x,S2,21,0.8,49.77612819328792,0.29933780010471,79.36961954926223,2.350263225114659,999.0449316725465
demand_1.5x,S1,22,,33.55565825435702,0.4016387447250698,64.67583071411116,1.766835236844847,924.4303778009282
demand_1.5x,S2,22,0.8,39.01104932237475,0.2965309293224083,63.07046814379454,2.0212651082045,930.8864795150552
demand_1.5x,S1,23,,36.72125406365048,0.4375879562661415,73.45303903855228,1.8516500022962912,968.3899301947256
demand_1.5x,S2,23,0.8,42.17658534995171,0.3260316714984472,70.49102358406655,2.203049639863414,968.774095386712
demand_1.5x,S1,24,,39.8841437826448,0.385951847799284,73.5114882427489,1.93727939494874,922.9185857135373
demand_1.5x,S2,24,0.8,45.30703361684007,0.2990515813103815,73.0589337714767,2.2264988469015456,935.8230907118818
demand_1.5x,S1,25,,39.235777654156784,0.4338131618769705,77.67395371086425,1.9509865513949247,959.8817129772716
demand_1.5x,S2,25,0.8,44.78215575354466,0.3357597357697615,75.79891324136007,2.086544032498679,955.408442446689
demand_1.5x,S1,26,,37.94035709087037,0.4259209985241476,74.72930322787158,1.8454318399580183,952.266259809091
demand_1.5x,S2,26,0.8,46.59587875417729,0.3107497890016795,76.65685370704809,2.1969670290546874,987.1402204445288
demand_1.5x,S1,27,,41.64448220430373,0.4176288846379465,81.58066828590617,2.1035235571832707,1023.0631058573664
demand_1.5x,S2,27,0.8,42.04474593387615,0.3051035876441255,68.02220378396434,2.371186130204012,954.7479632940384
demand_1.5x,S1,28,,37.60168397258694,0.4217176546944048,74.83841590695955,1.8100661446568864,947.191169463021
